,ポケモン名,オリジナルのタイプ1,オリジナルのタイプ2,HP,攻撃,防御,特攻,特防,素早,ノーマル,ほのお,みず,でんき,くさ,こおり,かくとう,どく,じめん,ひこう,エスパー,むし,いわ,ゴースト,ドラゴン,あく,はがね,フェアリー,テラスタイプ
3572,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3573,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3574,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3575,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3576,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3577,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,かくとう
3578,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3579,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,みず
3580,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3581,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3582,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3583,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3584,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ノーマル
3585,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,フェアリー
3586,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,エスパー
3587,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,エスパー
3588,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,かくとう
3589,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,フェアリー
3590,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,エスパー
3591,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3592,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3593,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,フェアリー
3594,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,ゴースト
3595,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3596,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3597,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3598,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3599,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,エスパー
3600,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3601,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3602,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3603,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3604,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,じめん
3605,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3606,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,はがね
3607,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3608,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3609,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,フェアリー
3610,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3611,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3612,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,フェアリー
3613,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ゴースト
3614,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3615,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,はがね
3616,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3617,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3618,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3619,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3620,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3621,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3622,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3623,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3624,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3625,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3626,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3627,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3628,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3629,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3630,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3631,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3632,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3633,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3634,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3635,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3636,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3637,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3638,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ゴースト
3639,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,かくとう
3640,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3641,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3642,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3643,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3644,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3645,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3646,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3647,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,フェアリー
3648,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3649,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3650,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,かくとう
3651,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ノーマル
3652,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3653,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,フェアリー
3654,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3655,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3656,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,くさ
3657,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,フェアリー
3658,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,ほのお
3659,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,フェアリー
3660,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,でんき
3661,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,でんき
3662,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,くさ
3663,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,くさ
3664,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,くさ
3665,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,くさ
3666,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,でんき
3667,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,でんき
3668,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,みず
3669,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,ひこう
3670,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,くさ
3671,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,フェアリー
3672,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,でんき
3673,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,くさ
3674,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,でんき
3675,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,くさ
3676,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,でんき
3677,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,でんき
3678,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,くさ
3679,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,くさ
3680,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,くさ
3681,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,でんき
3682,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,でんき
3683,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,こおり
3684,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,でんき
3685,ハラバリー,でんき,なし,109,64,91,103,83,45,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,でんき
3686,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,ひこう
3687,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,あく
3688,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,ひこう
3689,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,でんき
3690,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,でんき
3691,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,あく
3692,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,でんき
3693,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,でんき
3694,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,ひこう
3695,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,こおり
3696,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,こおり
3697,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,こおり
