,ポケモン名,オリジナルのタイプ1,オリジナルのタイプ2,HP,攻撃,防御,特攻,特防,素早,ノーマル,ほのお,みず,でんき,くさ,こおり,かくとう,どく,じめん,ひこう,エスパー,むし,いわ,ゴースト,ドラゴン,あく,はがね,フェアリー,タイプ和,テラスタイプ
4334,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.744497145579498,フェアリー
4335,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.6146660557837,ノーマル
4336,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.80164111975184,ほのお
4337,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.05181521527873,フェアリー
4338,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.487733285814468,ノーマル
4339,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.684497884553267,あく
4340,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.46362418918749,フェアリー
4341,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.29853457449893,フェアリー
4342,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.5913118888806,ほのお
4343,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.127655339297636,ノーマル
4344,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.393427428207303,フェアリー
4345,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.927688935069433,ノーマル
4346,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.024528076204824,ほのお
4347,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.140763826932247,あく
4348,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.585417158573282,フェアリー
4349,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.92716843511036,フェアリー
4350,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.50421834003737,みず
4351,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.96011244037185,ほのお
4352,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.910033729223702,フェアリー
4353,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.30805501586511,フェアリー
4354,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.879260627954892,フェアリー
4355,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.71489120526218,ほのお
4356,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.783695423464593,ほのお
4357,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.701576658447575,みず
4358,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.53659265107208,みず
4359,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.455126033603836,フェアリー
4360,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.333958271240427,ノーマル
4361,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.20133930855372,フェアリー
4362,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.68827841693931,ノーマル
4363,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.041708809024247,ほのお
4364,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.015810471292752,くさ
4365,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.298295968999028,ほのお
4366,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.965748453801982,ほのお
4367,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.38806146585138,ほのお
4368,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.83061354334285,ひこう
4369,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.822274494123377,ノーマル
4370,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.54008210368534,フェアリー
4371,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.309718877291203,フェアリー
4372,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.849174623037978,フェアリー
4373,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.428876373558527,ほのお
4374,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.912564279953987,フェアリー
4375,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.290563372590533,フェアリー
4376,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.690849382121208,ノーマル
4377,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.711285344849205,ほのお
4378,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.578817212121177,あく
4379,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.567738444091464,ノーマル
4380,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.173703594600024,くさ
4381,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.831452001137308,あく
4382,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.299200652360614,フェアリー
4383,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.64439836613829,ノーマル
4384,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.0256438298045,ノーマル
4385,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.42846032595149,ほのお
4386,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.471898203219563,ノーマル
4387,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.6560624327437,ノーマル
4388,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.35944591881414,かくとう
4389,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.359422135534736,ノーマル
4390,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.29814947605296,あく
4391,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.714896017246765,ほのお
4392,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.838530781160323,あく
4393,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.518260778409235,くさ
4394,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.91286290933549,ノーマル
4395,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.970642098421436,フェアリー
4396,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.187427959819484,ほのお
4397,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.772960261681146,フェアリー
4398,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.04919706063427,ほのお
4399,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.269379825591585,ほのお
4400,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.101808261914478,ノーマル
4401,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.264219336953477,ほのお
4402,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.792989893035404,フェアリー
4403,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.10778743722037,ひこう
4404,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.62717891862954,ほのお
4405,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.630257231310907,フェアリー
4406,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.368274358766385,フェアリー
4407,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.219692372465133,ノーマル
4408,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.90431752930916,みず
4409,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.80663026596588,ほのお
4410,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.347270958534747,ほのお
4411,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.574427441943538,くさ
4412,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.83669118507587,ほのお
4413,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.612548968122063,フェアリー
4414,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.80639905432014,ほのお
4415,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.33932228766914,じめん
4416,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.25355203819227,ほのお
4417,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.633747470679435,あく
4418,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.442323958438276,ほのお
4419,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.669072720398137,あく
4420,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.33701481085008,ほのお
4421,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.8693126735279,あく
4422,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.493593215744685,フェアリー
4423,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.560262858284116,ほのお
4424,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.066342977030953,ほのお
4425,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.325426467119105,フェアリー
4426,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.184363585884977,ほのお
4427,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.14290453515471,フェアリー
4428,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.73645979772288,ドラゴン
4429,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.10690052176417,フェアリー
4430,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.20892512014049,ほのお
4431,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.25289000547664,ほのお
4432,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.51520374405215,あく
4433,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.78821969279245,ほのお
4434,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.039208458561024,フェアリー
4435,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.67207118038281,フェアリー
4436,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,19.76494759553983,ドラゴン
4437,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,20.770954291672982,みず
4438,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,20.380017051548325,どく
4439,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,20.025079500303733,みず
4440,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,20.178379536933747,みず
4441,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,20.757144199148005,はがね
4442,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,20.245666480689554,みず
4443,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,19.688741966350268,ひこう
4444,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,21.380886103371665,みず
4445,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,20.212052485421314,ひこう
4446,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,19.63733628129311,でんき
4447,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,19.793011333740694,みず
4448,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,21.42925932980632,みず
4449,ウェーニバル,みず,かくとう,85,120,80,85,75,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,20.73601160358768,みず
